Wall time,Step,Value
1699363924.5264225,1,0.7440000176429749
1699364132.655699,2,0.8560000061988831
1699364340.08855,3,0.8999999761581421
1699364545.4396343,4,0.9049999713897705
1699364752.8189495,5,0.9139999747276306
1699364959.230293,6,0.9129999876022339
1699365164.357056,7,0.9070000052452087
1699365368.706498,8,0.9330000281333923
1699365573.9507174,9,0.9330000281333923
1699365781.0924964,10,0.9369999766349792
1699365987.6301768,11,0.9350000023841858
1699366193.680491,12,0.9409999847412109
1699366398.8631957,13,0.9409999847412109
1699366603.2528422,14,0.9399999976158142
1699366808.7867932,15,0.9409999847412109
1699367012.7988167,16,0.9409999847412109
1699367218.359875,17,0.9409999847412109
1699367422.101244,18,0.9449999928474426
1699367628.150804,19,0.9399999976158142
1699367833.322955,20,0.9430000185966492
1699368037.4173002,21,0.9399999976158142
1699368242.5517724,22,0.9440000057220459
1699368448.7949693,23,0.9449999928474426
1699368653.7228637,24,0.9430000185966492
1699368859.5019734,25,0.9449999928474426
1699369064.0622013,26,0.9459999799728394
1699369268.8808153,27,0.9430000185966492
1699369473.2490919,28,0.9449999928474426
1699369677.4833896,29,0.9449999928474426
1699369882.4959803,30,0.9440000057220459
1699370086.4870024,31,0.9440000057220459
1699370290.3793142,32,0.9449999928474426
1699370494.960437,33,0.9449999928474426
1699370699.3260431,34,0.9440000057220459
1699370903.6933634,35,0.9470000267028809
1699371109.4776263,36,0.9440000057220459
1699371314.4203217,37,0.9440000057220459
1699371518.719448,38,0.9459999799728394
1699371723.4455853,39,0.9459999799728394
1699371928.4554532,40,0.9440000057220459
1699372135.0447285,41,0.9449999928474426
1699372339.8588881,42,0.9459999799728394
1699372544.41936,43,0.9470000267028809
1699372749.072514,44,0.9470000267028809
1699372955.0716312,45,0.9459999799728394
1699373160.9335864,46,0.9470000267028809
1699373365.7082763,47,0.9470000267028809
1699373569.2746398,48,0.9470000267028809
1699373774.0026188,49,0.9470000267028809
1699373979.3304625,50,0.9470000267028809
1699374183.5644963,51,0.9520000219345093
1699374389.1717608,52,0.9480000138282776
1699374593.8463287,53,0.9480000138282776
1699374799.3469503,54,0.9490000009536743
1699375004.5473938,55,0.9480000138282776
1699375209.2249603,56,0.9490000009536743
1699375415.0352633,57,0.9539999961853027
1699375618.7111475,58,0.9490000009536743
1699375822.903645,59,0.9539999961853027
1699376028.1056082,60,0.9559999704360962
1699376232.570028,61,0.9559999704360962
1699376437.9525847,62,0.9559999704360962
1699376641.8478043,63,0.9559999704360962
1699376847.9697013,64,0.9559999704360962
1699377054.4918478,65,0.9559999704360962
1699377259.5737815,66,0.9570000171661377
1699377464.237432,67,0.9549999833106995
1699377668.0227833,68,0.9490000009536743
1699377872.2456827,69,0.9580000042915344
1699378077.6637492,70,0.9539999961853027
1699378284.0278082,71,0.9570000171661377
1699378488.153392,72,0.9559999704360962
1699378693.647551,73,0.9580000042915344
1699378898.484111,74,0.949999988079071
1699379104.3535995,75,0.9570000171661377
1699379309.1894736,76,0.9589999914169312
1699379514.3992908,77,0.9570000171661377
1699379721.057146,78,0.9589999914169312
1699379925.8135521,79,0.949999988079071
1699380130.4557238,80,0.9589999914169312
1699380334.954423,81,0.9580000042915344
1699380539.5956423,82,0.9599999785423279
1699380744.5183218,83,0.9589999914169312
1699380948.7803085,84,0.9589999914169312
1699381153.2973201,85,0.9589999914169312
1699381357.134785,86,0.9580000042915344
1699381560.7090821,87,0.9570000171661377
1699381765.8594198,88,0.9589999914169312
1699381970.746051,89,0.9570000171661377
1699382175.8777447,90,0.9589999914169312
1699382380.373469,91,0.9580000042915344
1699382585.2143106,92,0.9570000171661377
1699382790.1987393,93,0.9580000042915344
1699382996.1488924,94,0.9580000042915344
1699383201.7612536,95,0.9589999914169312
1699383406.8889396,96,0.9580000042915344
1699383611.9686155,97,0.9520000219345093
1699383815.8788998,98,0.9580000042915344
1699384020.8169339,99,0.9589999914169312
1699384225.4469583,100,0.9580000042915344
1699384428.8388672,101,0.9509999752044678
1699384632.8616247,102,0.9580000042915344
1699384838.360026,103,0.9580000042915344
1699385042.9178874,104,0.9610000252723694
1699385247.335114,105,0.9599999785423279
1699385451.2386193,106,0.9580000042915344
1699385654.8328176,107,0.9580000042915344
1699385859.060935,108,0.9599999785423279
1699386064.001015,109,0.9570000171661377
1699386271.0378735,110,0.9580000042915344
1699386476.1501281,111,0.9589999914169312
1699386682.137624,112,0.9589999914169312
1699386888.3427377,113,0.9580000042915344
1699387092.9802086,114,0.9599999785423279
1699387299.5928423,115,0.9580000042915344
1699387504.4805741,116,0.9599999785423279
1699387708.5317857,117,0.9509999752044678
1699387913.4197817,118,0.9599999785423279
1699388119.411412,119,0.9589999914169312
1699388325.2778945,120,0.9589999914169312
1699388529.8754914,121,0.9599999785423279
1699388734.834461,122,0.9599999785423279
1699388939.4683924,123,0.9580000042915344
1699389144.571732,124,0.9589999914169312
1699389350.4513996,125,0.9599999785423279
1699389555.1190834,126,0.9599999785423279
1699389759.4332254,127,0.9589999914169312
1699389964.8195276,128,0.9589999914169312
1699390170.5755908,129,0.9599999785423279
1699390376.0426242,130,0.9599999785423279
1699390585.2628858,131,0.9599999785423279
1699390789.5452394,132,0.9589999914169312
1699390996.108668,133,0.9599999785423279
1699391202.8319578,134,0.9599999785423279
1699391409.2369409,135,0.9589999914169312
1699391615.8776,136,0.9599999785423279
1699391823.5714943,137,0.9599999785423279
1699392029.8202894,138,0.9589999914169312
1699392237.5512197,139,0.9599999785423279
1699392444.8376195,140,0.9610000252723694
1699392650.876067,141,0.9599999785423279
1699392855.177121,142,0.9599999785423279
1699393059.5678217,143,0.9599999785423279
1699393263.872136,144,0.9610000252723694
1699393468.986889,145,0.9599999785423279
1699393673.348554,146,0.9589999914169312
1699393877.9937282,147,0.9610000252723694
1699394082.125764,148,0.9610000252723694
1699394287.5571864,149,0.9599999785423279
1699394493.150937,150,0.9610000252723694
1699394697.832463,151,0.9610000252723694
1699394903.5831645,152,0.9589999914169312
1699395107.838391,153,0.9610000252723694
1699395312.0316997,154,0.9610000252723694
1699395518.0822973,155,0.9610000252723694
1699395721.852861,156,0.9599999785423279
1699395926.0384994,157,0.9620000123977661
1699396130.2882364,158,0.9610000252723694
1699396334.3554947,159,0.9610000252723694
1699396539.5536768,160,0.9610000252723694
1699396744.0762942,161,0.9620000123977661
1699396948.5930824,162,0.9610000252723694
1699397153.3692565,163,0.9610000252723694
1699397358.0418568,164,0.9610000252723694
1699397564.7034574,165,0.9599999785423279
1699397768.6367316,166,0.9610000252723694
1699397973.075486,167,0.9610000252723694
1699398177.2547653,168,0.9610000252723694
1699398382.2026327,169,0.9610000252723694
1699398587.9200475,170,0.9599999785423279
1699398792.5266683,171,0.9599999785423279
1699398996.363314,172,0.9610000252723694
1699399200.5746508,173,0.9620000123977661
1699399406.4962754,174,0.9610000252723694
1699399611.3297346,175,0.9610000252723694
1699399815.410304,176,0.9610000252723694
1699400019.176568,177,0.9610000252723694
1699400223.2444603,178,0.9610000252723694
1699400427.447382,179,0.9610000252723694
1699400633.0390892,180,0.9610000252723694
1699400837.6576297,181,0.9610000252723694
1699401042.2037954,182,0.9620000123977661
1699401246.4680862,183,0.9620000123977661
1699401450.0649872,184,0.9620000123977661
1699401654.3448648,185,0.9520000219345093
1699401857.9109223,186,0.9599999785423279
1699402061.7925029,187,0.9610000252723694
1699402266.9749167,188,0.9620000123977661
1699402470.2803106,189,0.9620000123977661
1699402675.046579,190,0.9620000123977661
1699402878.760318,191,0.9620000123977661
1699403082.9663079,192,0.9620000123977661
1699403287.256458,193,0.9610000252723694
1699403490.6043203,194,0.9620000123977661
1699403695.8331416,195,0.9620000123977661
1699403900.7598088,196,0.9620000123977661
1699404104.4344957,197,0.9620000123977661
1699404308.8261015,198,0.9599999785423279
1699404513.1029358,199,0.9620000123977661
1699404718.3865397,200,0.9620000123977661
1699404924.0551078,201,0.9620000123977661
1699405127.9048033,202,0.9620000123977661
1699405332.4316983,203,0.9620000123977661
1699405536.1420326,204,0.9620000123977661
1699405740.854004,205,0.9620000123977661
1699405946.831782,206,0.9620000123977661
1699406150.9438744,207,0.9620000123977661
1699406355.5650423,208,0.9620000123977661
1699406559.152674,209,0.9620000123977661
1699406764.4744203,210,0.9620000123977661
1699406969.0028017,211,0.9620000123977661
1699407173.791695,212,0.9620000123977661
1699407379.0892754,213,0.9620000123977661
1699407583.034077,214,0.9620000123977661
