Wall time,Step,Value
1700837161.2508917,24,9.213117300532758e-05
1700837480.0878057,48,0.00018822630227077752
1700837797.9086034,72,0.00028432143153622746
1700838119.7923934,96,0.00038041657535359263
1700838444.123552,120,0.0004765117191709578
1700838763.1490135,144,0.000572606862988323
1700839082.8055472,168,0.0006687020068056881
1700839403.8791256,192,0.0007647970924153924
1700839717.6651845,216,0.0008608922362327576
1700840042.2925513,240,0.0009569873800501227
1700840412.978837,264,0.001053082523867488
1700840733.4599686,288,0.001149177667684853
1700841050.7349632,312,0.0012452728115022182
1700841367.9204366,336,0.0013413679553195834
1700841690.0131032,360,0.0014374630991369486
1700842011.2799094,384,0.0015335582429543138
1700842334.1746712,408,0.001629653386771679
1700842656.4637804,432,0.0017257484141737223
1700842975.48731,456,0.0018218435579910874
1700843296.6808417,480,0.0019179387018084526
1700843669.8350554,504,0.0020140339620411396
1700843990.6461024,528,0.002110128989443183
1700844310.9225738,552,0.00220622424967587
1700844632.3737097,576,0.0023023192770779133
1700844951.0053678,600,0.0023984143044799566
1700845269.1415143,624,0.0024945095647126436
1700845589.599289,648,0.002590604592114687
1700845908.3857794,672,0.002686699852347374
1700846230.5729115,696,0.0027827948797494173
1700846554.14773,720,0.0028788901399821043
1700846930.9111168,744,0.0029749851673841476
1700847247.1480951,768,0.0030710804276168346
1700847567.772499,792,0.003167175455018878
1700847884.2426386,816,0.003263270715251565
1700848203.8149974,840,0.0033593657426536083
1700848524.0003202,864,0.0034554610028862953
1700848846.2054608,888,0.0035515560302883387
1700849165.5301502,912,0.003647651057690382
1700849483.6476312,936,0.003743746317923069
1700849809.4793177,960,0.0038398413453251123
1700850183.7775378,984,0.003935936372727156
1700850506.1222632,1008,0.004000000189989805
1700850824.913255,1032,0.004000000189989805
1700851143.2460582,1056,0.004000000189989805
1700851459.3271399,1080,0.004000000189989805
1700851778.479844,1104,0.004000000189989805
1700852095.742758,1128,0.004000000189989805
1700852414.72627,1152,0.004000000189989805
1700852737.0294263,1176,0.004000000189989805
1700853058.4999466,1200,0.004000000189989805
1700853436.8834686,1224,0.004000000189989805
1700853752.7341335,1248,0.004000000189989805
1700854075.0751455,1272,0.004000000189989805
1700854396.1702635,1296,0.004000000189989805
1700854710.9711301,1320,0.004000000189989805
1700855029.0306087,1344,0.004000000189989805
1700855352.1465192,1368,0.004000000189989805
1700855664.990996,1392,0.004000000189989805
1700855989.2428849,1416,0.004000000189989805
1700856309.0516055,1440,0.004000000189989805
1700856685.131319,1464,0.004000000189989805
1700857003.0198994,1488,0.004000000189989805
1700857320.1563966,1512,0.004000000189989805
1700857640.819195,1536,0.004000000189989805
1700857957.2261097,1560,0.004000000189989805
1700858274.2568855,1584,0.004000000189989805
1700858590.7467551,1608,0.004000000189989805
1700858915.0048406,1632,0.004000000189989805
1700859233.7974143,1656,0.004000000189989805
1700859548.6943808,1680,0.004000000189989805
1700859924.8358977,1704,0.004000000189989805
1700860243.7704432,1728,0.004000000189989805
1700860558.4599137,1752,0.004000000189989805
1700860878.5835235,1776,0.004000000189989805
1700861198.5282502,1800,0.004000000189989805
1700861519.9410224,1824,0.004000000189989805
1700861833.9782372,1848,0.004000000189989805
1700862150.5754404,1872,0.004000000189989805
1700862470.4997396,1896,0.004000000189989805
1700862789.1376064,1920,0.004000000189989805
1700863163.8167326,1944,0.004000000189989805
1700863491.4571595,1968,0.004000000189989805
1700863812.3544884,1992,0.004000000189989805
1700864135.657574,2016,0.004000000189989805
1700864453.3304677,2040,0.004000000189989805
1700864780.0015662,2064,0.004000000189989805
1700865093.560215,2088,0.004000000189989805
1700865411.5586383,2112,0.004000000189989805
1700865730.6302464,2136,0.004000000189989805
1700866050.480499,2160,0.004000000189989805
1700866424.7591004,2184,0.004000000189989805
1700866754.467893,2208,0.004000000189989805
1700867073.3325427,2232,0.004000000189989805
1700867389.861675,2256,0.004000000189989805
1700867711.5137315,2280,0.004000000189989805
1700868027.399286,2304,0.004000000189989805
1700868346.2325401,2328,0.004000000189989805
1700868666.42144,2352,0.004000000189989805
1700868987.1386764,2376,0.004000000189989805
1700869305.2834961,2400,0.004000000189989805
1700869686.9350336,2424,0.004000000189989805
1700870003.7005546,2448,0.004000000189989805
1700870321.2892196,2472,0.004000000189989805
1700870641.0551271,2496,0.004000000189989805
1700870961.183712,2520,0.004000000189989805
1700871286.9204328,2544,0.004000000189989805
1700871612.0637276,2568,0.004000000189989805
1700871935.4269521,2592,0.004000000189989805
1700872260.4857998,2616,0.004000000189989805
1700872578.9744813,2640,0.004000000189989805
1700872956.2615614,2664,0.004000000189989805
1700873274.0427077,2688,0.004000000189989805
1700873594.750997,2712,0.004000000189989805
1700873912.728884,2736,0.004000000189989805
1700874232.2337105,2760,0.004000000189989805
1700874548.8311918,2784,0.004000000189989805
1700874874.4871056,2808,0.004000000189989805
1700875192.9697547,2832,0.004000000189989805
1700875509.81085,2856,0.004000000189989805
1700875822.1545339,2880,0.004000000189989805
1700876192.6920092,2904,0.004000000189989805
1700876516.407521,2928,0.004000000189989805
1700876835.0846903,2952,0.004000000189989805
1700877159.6518388,2976,0.004000000189989805
1700877479.075124,3000,0.004000000189989805
1700877797.6599238,3024,0.004000000189989805
1700878119.1023147,3048,0.004000000189989805
1700878441.7024431,3072,0.004000000189989805
1700878756.304398,3096,0.004000000189989805
1700879078.5309045,3120,0.004000000189989805
1700879451.8740978,3144,0.004000000189989805
1700879768.934292,3168,0.004000000189989805
1700880081.981455,3192,0.004000000189989805
1700880403.4082553,3216,0.004000000189989805
1700880721.1850839,3240,0.004000000189989805
1700881039.4139638,3264,0.004000000189989805
1700881354.117312,3288,0.004000000189989805
1700881677.1117532,3312,0.004000000189989805
1700881998.355684,3336,0.004000000189989805
1700882320.2690601,3360,0.004000000189989805
1700882692.9169269,3384,0.004000000189989805
1700883009.6358876,3408,0.004000000189989805
1700883334.7794828,3432,0.004000000189989805
1700883655.6090615,3456,0.004000000189989805
1700883974.9921622,3480,0.004000000189989805
1700884290.8003907,3504,0.004000000189989805
1700884616.392727,3528,0.004000000189989805
1700884935.0461843,3552,0.004000000189989805
1700885251.4556437,3576,0.004000000189989805
1700885571.6068037,3600,0.004000000189989805
1700885948.651413,3624,0.003999617416411638
1700886266.1237245,3648,0.003998402040451765
1700886583.8361752,3672,0.003996354062110186
1700886900.433017,3696,0.0039934744127094746
1700887219.5816169,3720,0.0039897640235722065
1700887537.580512,3744,0.003985225223004818
1700887856.3880737,3768,0.003979858942329884
1700888175.0236845,3792,0.0039736684411764145
1700888491.7180946,3816,0.00396665558218956
1700888806.77452,3840,0.003958824556320906
1700889186.3975334,3864,0.003950177691876888
1700889507.795635,3888,0.003940719645470381
1700889828.1008322,3912,0.003930454142391682
1700890149.0039873,3936,0.003919385373592377
1700890472.395605,3960,0.003907518927007914
1700890798.2385032,3984,0.003894859692081809
1700891116.2180574,4008,0.003881413023918867
1700891433.125354,4032,0.003867184976115823
1700891749.2265785,4056,0.0038521818351000547
1700892070.8163254,4080,0.0038364101201295853
1700892451.6486046,4104,0.003819876816123724
1700892765.3455906,4128,0.0038025889080017805
1700893086.6925251,4152,0.003784554312005639
1700893406.6575017,4176,0.003765780944377184
1700893720.671842,4200,0.0037462767213582993
1700894039.5829444,4224,0.003726050490513444
1700894367.2790542,4248,0.003705110866576433
1700894681.9557145,4272,0.0036834673956036568
1700895003.7749438,4296,0.003661129157990217
1700895323.6586254,4320,0.0036381063982844353
1700895698.7877946,4344,0.0036144086625427008
1700896020.4364522,4368,0.0035900468938052654
1700896346.0347726,4392,0.0035650315694510937
1700896667.6734145,4416,0.0035393733996897936
1700896988.2570603,4440,0.003513084026053548
1700897309.0963392,4464,0.0034861748572438955
1700897633.4756649,4488,0.003458657767623663
1700897954.636274,4512,0.003430544398725033
1700898273.1415458,4536,0.0034018477890640497
1700898593.506922,4560,0.00337257981300354
1700898970.5653005,4584,0.003342753741890192
1700899285.9134793,4608,0.0033123826142400503
1700899604.5013068,4632,0.003281479701399803
1700899919.501761,4656,0.0032500585075467825
1700900235.9793825,4680,0.0032181330025196075
1700900562.454515,4704,0.003185716923326254
1700900876.3544385,4728,0.0031528244726359844
1700901197.0265243,4752,0.003119470551609993
1700901516.6404827,4776,0.003085669130086899
1700901838.7270274,4800,0.003051435574889183
1700902212.5734646,4824,0.003016784554347396
1700902533.4895175,4848,0.0029817314352840185
1700902849.5296054,4872,0.002946291584521532
1700903175.0961258,4896,0.0029104806017130613
1700903493.987396,4920,0.002874314086511731
1700903816.1987183,4944,0.00283780787140131
1700904134.841119,4968,0.00280097802169621
1700904453.6350913,4992,0.002763840602710843
1700904774.1791134,5016,0.002726412145420909
1700905097.346292,5040,0.002688708947971463
1700905467.2042959,5064,0.0026507475413382053
1700905789.360679,5088,0.0026125444564968348
1700906110.389672,5112,0.002574116690084338
1700906435.1324263,5136,0.002535480773076415
1700906757.5140276,5160,0.0024966539349406958
1700907079.1896048,5184,0.0024576529394835234
1700907398.6234157,5208,0.002418495249003172
1700907721.8251486,5232,0.002379197860136628
1700908037.992302,5256,0.0023397780023515224
1700908363.815515,5280,0.002300252905115485
1700908743.1361148,5304,0.0022606400307267904
1700909066.234096,5328,0.002220956841483712
1700909386.7580059,5352,0.0021812203340232372
1700909707.4564965,5376,0.0021414482034742832
1700910022.973929,5400,0.002101658144965768
1700910343.6430428,5424,0.002061867155134678
1700910660.9729495,5448,0.002022092929109931
