Step,Value
0,6.426e-05
1,0.00013539
2,0.00020624
3,0.00027681
4,0.00034709
5,0.00041709
6,0.00048681
7,0.00055624
8,0.00062539
9,0.00069426
10,0.00069986
11,0.00069986
12,0.00069845
13,0.00069704
14,0.00069562
15,0.00069421
16,0.00069279
17,0.00069138
18,0.00068997
19,0.00068855
20,0.00068714
21,0.00068573
22,0.00068431
23,0.0006829
24,0.00068148
25,0.00068007
26,0.00067866
27,0.00067724
28,0.00067583
29,0.00067442
30,0.000673
31,0.00067159
32,0.00067017
33,0.00066876
34,0.00066735
35,0.00066593
36,0.00066452
37,0.00066311
38,0.00066169
39,0.00066028
40,0.00065886
41,0.00065745
42,0.00065604
43,0.00065462
44,0.00065321
45,0.0006518
46,0.00065038
47,0.00064897
48,0.00064756
49,0.00064614
50,0.00064473
51,0.00064331
52,0.0006419
53,0.00064049
54,0.00063907
55,0.00063766
56,0.00063625
57,0.00063483
58,0.00063342
59,0.000632
60,0.00063059
61,0.00062918
62,0.00062776
63,0.00062635
64,0.00062494
65,0.00062352
66,0.00062211
67,0.00062069
68,0.00061928
69,0.00061787
70,0.00061645
71,0.00061504
72,0.00061363
73,0.00061221
74,0.0006108
75,0.00060938
76,0.00060797
77,0.00060656
78,0.00060514
79,0.00060373
80,0.00060232
81,0.0006009
82,0.00059949
83,0.00059807
84,0.00059666
85,0.00059525
86,0.00059383
87,0.00059242
88,0.00059101
89,0.00058959
90,0.00058818
91,0.00058677
92,0.00058535
93,0.00058394
94,0.00058252
95,0.00058111
96,0.0005797
97,0.00057828
98,0.00057687
99,0.00057546
100,0.00057404
101,0.00057263
102,0.00057121
103,0.0005698
104,0.00056839
105,0.00056697
106,0.00056556
107,0.00056415
108,0.00056273
109,0.00056132
110,0.0005599
111,0.00055849
112,0.00055708
113,0.00055566
114,0.00055425
115,0.00055284
116,0.00055142
117,0.00055001
118,0.00054859
119,0.00054718
120,0.00054577
121,0.00054435
122,0.00054294
123,0.00054153
124,0.00054011
125,0.0005387
126,0.00053728
127,0.00053587
128,0.00053446
129,0.00053304
130,0.00053163
131,0.00053022
132,0.0005288
133,0.00052739
134,0.00052598
135,0.00052456
136,0.00052315
137,0.00052173
138,0.00052032
139,0.00051891
140,0.00051749
141,0.00051608
142,0.00051467
143,0.00051325
144,0.00051184
145,0.00051042
146,0.00050901
147,0.0005076
148,0.00050618
149,0.00050477
150,0.00050336
151,0.00050194
152,0.00050053
153,0.00049911
154,0.0004977
155,0.00049629
156,0.00049487
157,0.00049346
158,0.00049205
159,0.00049063
160,0.00048922
161,0.0004878
162,0.00048639
163,0.00048498
164,0.00048356
165,0.00048215
166,0.00048074
167,0.00047932
168,0.00047791
169,0.0004765
170,0.00047508
171,0.00047367
172,0.00047225
173,0.00047084
174,0.00046943
175,0.00046801
176,0.0004666
177,0.00046519
178,0.00046377
179,0.00046236
180,0.00046094
181,0.00045953
182,0.00045812
183,0.0004567
184,0.00045529
185,0.00045388
186,0.00045246
187,0.00045105
188,0.00044963
189,0.00044822
190,0.00044681
191,0.00044539
192,0.00044398
193,0.00044257
194,0.00044115
195,0.00043974
196,0.00043832
197,0.00043691
198,0.0004355
199,0.00043408
200,0.00043267
201,0.00043126
202,0.00042984
203,0.00042843
204,0.00042701
205,0.0004256
206,0.00042419
207,0.00042277
208,0.00042136
209,0.00041995
210,0.00041853
211,0.00041712
212,0.00041571
213,0.00041429
214,0.00041288
215,0.00041146
216,0.00041005
217,0.00040864
218,0.00040722
219,0.00040581
220,0.0004044
221,0.00040298
222,0.00040157
223,0.00040015
224,0.00039874
225,0.00039733
226,0.00039591
227,0.0003945
228,0.00039309
229,0.00039167
230,0.00039026
231,0.00038884
232,0.00038743
233,0.00038602
234,0.0003846
235,0.00038319
236,0.00038178
237,0.00038036
238,0.00037895
239,0.00037753
240,0.00037612
241,0.00037471
242,0.00037329
243,0.00037188
